INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (1, 44.2421507, 0.5471777963815636, 'https://si.eeudf.org/lieu/voir/10241');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (180, 45.5580862, 5.563185244349304, 'https://si.eeudf.org/lieu/voir/11167');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (181, 45.7442994, -1.1275938414199258, 'https://si.eeudf.org/lieu/voir/11169');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (182, 44.776753850000006, -0.3498781455912667, 'https://si.eeudf.org/lieu/voir/11175');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (183, 43.75496595, 2.4842770245271075, 'https://si.eeudf.org/lieu/voir/11179');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (184, 44.8991645, 4.434444593575419, 'https://si.eeudf.org/lieu/voir/11195');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (185, 48.8097395, 2.229957954799516, 'https://si.eeudf.org/lieu/voir/11201');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (186, 45.29842715, -0.4176183672294659, 'https://si.eeudf.org/lieu/voir/11212');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (187, 48.0634485, -2.3129960950395283, 'https://si.eeudf.org/lieu/voir/11213');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (188, 44.278627, 3.62189493840863, 'https://si.eeudf.org/lieu/voir/11215');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (189, 49.21787755, -0.0578520958909832, 'https://si.eeudf.org/lieu/voir/11222');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (190, 45.8531307, 3.018219004644734, 'https://si.eeudf.org/lieu/voir/11223');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (191, 48.7959696, 2.254913773871776, 'https://si.eeudf.org/lieu/voir/11226');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (192, 49.53710215, 0.7007051894049772, 'https://si.eeudf.org/lieu/voir/11235');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (193, 44.55484705000001, 4.742043705926569, 'https://si.eeudf.org/lieu/voir/11240');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (194, 48.8097395, 2.229957954799516, 'https://si.eeudf.org/lieu/voir/11242');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (195, 48.37005755, -4.360758792085545, 'https://si.eeudf.org/lieu/voir/11247');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (196, 41.8515878, 8.9323903279825, 'https://si.eeudf.org/lieu/voir/11251');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (197, 45.042832, 4.234067992685486, 'https://si.eeudf.org/lieu/voir/11254');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (198, 46.41616500000001, 0.134732974202059, 'https://si.eeudf.org/lieu/voir/11257');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (199, 48.37005755, -4.360758792085545, 'https://si.eeudf.org/lieu/voir/11258');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (200, 48.53555045, -1.7232388093580726, 'https://si.eeudf.org/lieu/voir/11273');
INSERT INTO sitecamp_lieux (id, latitude, longitude, lien) VALUES (201, 44.5527752, 4.9406225990872334, 'https://si.eeudf.org/lieu/voir/11322');
